Time spent on page,Average mouse speed,Average time spent on fields,Average interval between fields,Average mouse angle change,Average variance of x-axis clicks,Jitter count,Tremors count,Backspace count,Repeated key count,isHuman
1.51,575.83,0.17,0.18,155.34,303657.0,1.0,0.0,0.0,0.0,FALSE
1.83,901.16,0.16,0.22,41.29,327488.0,1.0,0.0,0.0,0.0,FALSE
1.72,931.71,0.14,0.17,116.02,452761.0,1.0,0.0,0.0,0.0,FALSE
1.67,504.76,0.15,0.23,1.25,245736.0,1.0,0.0,0.0,0.0,FALSE
2.19,761.43,0.16,0.11,178.14,103829.0,1.0,0.0,0.0,0.0,FALSE
2.68,540.06,0.17,0.19,45.19,463255.0,1.0,0.0,0.0,0.0,FALSE
1.92,849.44,0.13,0.09,8.71,310948.0,1.0,0.0,0.0,0.0,FALSE
2.5,288.61,0.19,0.14,77.43,347125.0,1.0,0.0,0.0,0.0,FALSE
1.79,952.91,0.16,0.2,139.34,221852.0,1.0,0.0,0.0,0.0,FALSE
1.99,523.4,0.07,0.14,34.4,201404.0,1.0,0.0,0.0,0.0,FALSE
2.68,523.18,0.22,0.25,138.63,152193.0,1.0,0.0,0.0,0.0,FALSE
1.83,300.64,0.09,0.1,178.17,75973.0,1.0,0.0,0.0,0.0,FALSE
2.54,899.89,0.13,0.16,139.72,351683.0,1.0,0.0,0.0,0.0,FALSE
2.57,152.29,0.15,0.18,114.21,249825.0,1.0,0.0,0.0,0.0,FALSE
2.04,732.74,0.21,0.24,136.57,112797.0,1.0,0.0,0.0,0.0,FALSE
2.66,419.02,0.08,0.12,158.16,325103.0,1.0,0.0,0.0,0.0,FALSE
2.44,716.51,0.1,0.2,55.13,462267.0,1.0,0.0,0.0,0.0,FALSE
1.7,537.88,0.1,0.13,162.9,178410.0,1.0,0.0,0.0,0.0,FALSE
2.0,876.21,0.08,0.24,33.3,77251.0,1.0,0.0,0.0,0.0,FALSE
1.5,908.82,0.25,0.18,36.47,494838.0,1.0,0.0,0.0,0.0,FALSE
1.56,840.89,0.08,0.14,26.11,389713.0,1.0,0.0,0.0,0.0,FALSE
2.49,352.92,0.15,0.25,127.73,369880.0,1.0,0.0,0.0,0.0,FALSE
2.07,317.82,0.13,0.24,134.98,298444.0,1.0,0.0,0.0,0.0,FALSE
1.93,805.41,0.09,0.19,160.72,20341.0,1.0,0.0,0.0,0.0,FALSE
2.5,226.52,0.19,0.22,63.67,110450.0,1.0,0.0,0.0,0.0,FALSE
2.31,868.98,0.14,0.2,56.52,218422.0,1.0,0.0,0.0,0.0,FALSE
1.82,114.32,0.12,0.22,117.34,191648.0,1.0,0.0,0.0,0.0,FALSE
1.67,409.46,0.11,0.13,163.22,477985.0,1.0,0.0,0.0,0.0,FALSE
2.52,284.91,0.15,0.09,38.26,304967.0,1.0,0.0,0.0,0.0,FALSE
1.62,411.74,0.19,0.14,102.99,179377.0,1.0,0.0,0.0,0.0,FALSE
1.92,216.07,0.21,0.11,42.66,138066.0,1.0,0.0,0.0,0.0,FALSE
2.34,514.47,0.07,0.07,153.13,385966.0,1.0,0.0,0.0,0.0,FALSE
1.69,361.31,0.19,0.24,110.2,349220.0,1.0,0.0,0.0,0.0,FALSE
2.3,345.44,0.25,0.1,147.7,308675.0,1.0,0.0,0.0,0.0,FALSE
2.19,341.83,0.09,0.15,33.45,478386.0,1.0,0.0,0.0,0.0,FALSE
1.55,147.54,0.14,0.17,120.09,323755.0,1.0,0.0,0.0,0.0,FALSE
2.05,130.69,0.19,0.12,123.02,290689.0,1.0,0.0,0.0,0.0,FALSE
1.68,541.75,0.19,0.1,5.43,327962.0,1.0,0.0,0.0,0.0,FALSE
1.53,196.49,0.11,0.13,71.67,83993.0,1.0,0.0,0.0,0.0,FALSE
2.29,415.09,0.2,0.09,119.09,297591.0,1.0,0.0,0.0,0.0,FALSE
2.57,837.16,0.18,0.16,14.42,59613.0,1.0,0.0,0.0,0.0,FALSE
1.86,953.83,0.2,0.22,82.75,152945.0,1.0,0.0,0.0,0.0,FALSE
2.2,494.13,0.09,0.1,43.85,239140.0,1.0,0.0,0.0,0.0,FALSE
2.7,216.91,0.18,0.13,92.22,15365.0,1.0,0.0,0.0,0.0,FALSE
1.95,473.79,0.13,0.15,155.23,15271.0,1.0,0.0,0.0,0.0,FALSE
1.72,843.21,0.23,0.09,64.36,159409.0,1.0,0.0,0.0,0.0,FALSE
2.47,555.5,0.23,0.18,167.33,208832.0,1.0,0.0,0.0,0.0,FALSE
2.63,259.59,0.18,0.17,108.43,329016.0,1.0,0.0,0.0,0.0,FALSE
1.8,722.05,0.19,0.21,60.74,226261.0,1.0,0.0,0.0,0.0,FALSE
2.01,406.76,0.11,0.22,37.68,272046.0,1.0,0.0,0.0,0.0,FALSE
2.64,313.81,0.09,0.13,176.1,184721.0,1.0,0.0,0.0,0.0,FALSE
2.35,548.38,0.13,0.09,150.09,266571.0,1.0,0.0,0.0,0.0,FALSE
2.11,207.25,0.1,0.17,49.75,215192.0,1.0,0.0,0.0,0.0,FALSE
2.01,411.79,0.15,0.17,125.89,373407.0,1.0,0.0,0.0,0.0,FALSE
1.68,531.66,0.17,0.16,108.26,208443.0,1.0,0.0,0.0,0.0,FALSE
1.77,668.12,0.15,0.23,130.57,283889.0,1.0,0.0,0.0,0.0,FALSE
2.52,134.32,0.14,0.2,124.87,424882.0,1.0,0.0,0.0,0.0,FALSE
2.52,806.27,0.25,0.09,151.92,394432.0,1.0,0.0,0.0,0.0,FALSE
2.18,301.61,0.11,0.21,178.09,118224.0,1.0,0.0,0.0,0.0,FALSE
2.1,450.31,0.13,0.12,47.61,54373.0,1.0,0.0,0.0,0.0,FALSE
1.86,900.95,0.09,0.14,8.19,182106.0,1.0,0.0,0.0,0.0,FALSE
1.73,618.96,0.24,0.2,11.25,74675.0,1.0,0.0,0.0,0.0,FALSE
2.65,159.42,0.24,0.07,89.04,198914.0,1.0,0.0,0.0,0.0,FALSE
2.59,346.41,0.24,0.22,88.93,30165.0,1.0,0.0,0.0,0.0,FALSE
2.47,990.45,0.12,0.14,153.07,87377.0,1.0,0.0,0.0,0.0,FALSE
1.63,540.01,0.22,0.2,32.42,26532.0,1.0,0.0,0.0,0.0,FALSE
1.61,702.33,0.2,0.12,108.92,222771.0,1.0,0.0,0.0,0.0,FALSE
1.79,791.5,0.22,0.14,75.53,201988.0,1.0,0.0,0.0,0.0,FALSE
1.61,129.34,0.15,0.11,68.14,194153.0,1.0,0.0,0.0,0.0,FALSE
2.45,280.7,0.24,0.16,114.58,139570.0,1.0,0.0,0.0,0.0,FALSE
1.82,723.99,0.13,0.13,22.31,79415.0,1.0,0.0,0.0,0.0,FALSE
2.53,310.76,0.2,0.11,70.79,484307.0,1.0,0.0,0.0,0.0,FALSE
1.52,175.34,0.08,0.15,74.73,325649.0,1.0,0.0,0.0,0.0,FALSE
1.58,343.76,0.13,0.1,124.52,35804.0,1.0,0.0,0.0,0.0,FALSE
2.48,973.97,0.09,0.08,16.05,186299.0,1.0,0.0,0.0,0.0,FALSE
1.89,713.25,0.22,0.16,75.95,391749.0,1.0,0.0,0.0,0.0,FALSE
1.52,250.73,0.14,0.2,118.15,333779.0,1.0,0.0,0.0,0.0,FALSE
2.07,218.12,0.09,0.22,98.42,6526.0,1.0,0.0,0.0,0.0,FALSE
2.18,704.87,0.19,0.11,61.71,329964.0,1.0,0.0,0.0,0.0,FALSE
1.85,760.09,0.24,0.2,4.29,216606.0,1.0,0.0,0.0,0.0,FALSE
1.64,929.93,0.19,0.08,157.24,306601.0,1.0,0.0,0.0,0.0,FALSE
2.35,740.25,0.24,0.12,5.83,89570.0,1.0,0.0,0.0,0.0,FALSE
1.55,395.32,0.19,0.13,29.12,368954.0,1.0,0.0,0.0,0.0,FALSE
1.72,643.16,0.11,0.22,118.06,241172.0,1.0,0.0,0.0,0.0,FALSE
1.68,339.14,0.13,0.22,22.76,372879.0,1.0,0.0,0.0,0.0,FALSE
2.28,766.32,0.13,0.09,70.86,5674.0,1.0,0.0,0.0,0.0,FALSE
2.03,132.85,0.24,0.23,147.67,422770.0,1.0,0.0,0.0,0.0,FALSE
2.02,656.4,0.1,0.11,146.42,214927.0,1.0,0.0,0.0,0.0,FALSE
1.82,248.35,0.18,0.13,49.3,198664.0,1.0,0.0,0.0,0.0,FALSE
1.95,524.66,0.16,0.15,76.62,356368.0,1.0,0.0,0.0,0.0,FALSE
1.93,808.84,0.17,0.15,156.04,364295.0,1.0,0.0,0.0,0.0,FALSE
1.67,456.14,0.23,0.12,50.54,349310.0,1.0,0.0,0.0,0.0,FALSE
2.36,318.75,0.15,0.19,81.28,263900.0,1.0,0.0,0.0,0.0,FALSE
2.5,212.05,0.2,0.09,146.3,246034.0,1.0,0.0,0.0,0.0,FALSE
2.6,561.32,0.11,0.2,125.41,383107.0,1.0,0.0,0.0,0.0,FALSE
2.53,893.4,0.14,0.2,17.68,404587.0,1.0,0.0,0.0,0.0,FALSE
1.86,340.85,0.1,0.11,25.09,447607.0,1.0,0.0,0.0,0.0,FALSE
2.25,584.3,0.14,0.11,105.75,496126.0,1.0,0.0,0.0,0.0,FALSE
2.35,457.82,0.17,0.15,133.79,58747.0,1.0,0.0,0.0,0.0,FALSE
1.78,945.95,0.17,0.16,175.49,121349.0,1.0,0.0,0.0,0.0,FALSE
2.52,722.04,0.16,0.15,21.08,456426.0,1.0,0.0,0.0,0.0,FALSE
2.34,331.99,0.21,0.21,94.72,308389.0,1.0,0.0,0.0,0.0,FALSE
1.66,594.26,0.12,0.19,78.03,66746.0,1.0,0.0,0.0,0.0,FALSE
2.69,428.12,0.15,0.16,160.16,226293.0,1.0,0.0,0.0,0.0,FALSE
2.4,692.18,0.23,0.19,137.28,88022.0,1.0,0.0,0.0,0.0,FALSE
2.19,962.54,0.14,0.21,111.64,221647.0,1.0,0.0,0.0,0.0,FALSE
2.55,569.39,0.08,0.2,100.82,273163.0,1.0,0.0,0.0,0.0,FALSE
2.55,753.53,0.17,0.17,13.74,113923.0,1.0,0.0,0.0,0.0,FALSE
2.25,961.45,0.1,0.19,67.37,120855.0,1.0,0.0,0.0,0.0,FALSE
2.34,160.45,0.13,0.23,141.35,353618.0,1.0,0.0,0.0,0.0,FALSE
1.97,509.81,0.19,0.15,5.2,161788.0,1.0,0.0,0.0,0.0,FALSE
2.58,705.02,0.22,0.07,99.43,143215.0,1.0,0.0,0.0,0.0,FALSE
1.82,412.6,0.1,0.11,60.61,272443.0,1.0,0.0,0.0,0.0,FALSE
1.95,904.9,0.15,0.2,86.68,499030.0,1.0,0.0,0.0,0.0,FALSE
1.66,903.81,0.1,0.09,145.87,131712.0,1.0,0.0,0.0,0.0,FALSE
1.57,531.04,0.1,0.13,116.64,26282.0,1.0,0.0,0.0,0.0,FALSE
2.23,803.66,0.16,0.15,124.35,129349.0,1.0,0.0,0.0,0.0,FALSE
2.32,800.04,0.16,0.17,17.1,354076.0,1.0,0.0,0.0,0.0,FALSE
2.34,563.09,0.18,0.14,28.6,104914.0,1.0,0.0,0.0,0.0,FALSE
2.68,129.07,0.13,0.1,105.83,420524.0,1.0,0.0,0.0,0.0,FALSE
2.25,357.2,0.21,0.19,89.54,410239.0,1.0,0.0,0.0,0.0,FALSE
1.79,337.79,0.24,0.21,16.53,341843.0,1.0,0.0,0.0,0.0,FALSE
1.86,757.11,0.23,0.11,30.98,78725.0,1.0,0.0,0.0,0.0,FALSE
2.06,196.3,0.1,0.15,42.82,54579.0,1.0,0.0,0.0,0.0,FALSE
1.83,808.18,0.18,0.16,73.75,341485.0,1.0,0.0,0.0,0.0,FALSE
2.27,145.99,0.16,0.24,101.18,370972.0,1.0,0.0,0.0,0.0,FALSE
2.66,178.88,0.15,0.16,116.63,318791.0,1.0,0.0,0.0,0.0,FALSE
2.42,323.61,0.21,0.09,55.37,92719.0,1.0,0.0,0.0,0.0,FALSE
1.96,826.16,0.23,0.16,33.21,245523.0,1.0,0.0,0.0,0.0,FALSE
2.66,102.96,0.1,0.08,12.13,138463.0,1.0,0.0,0.0,0.0,FALSE
2.28,639.39,0.08,0.12,131.3,144319.0,1.0,0.0,0.0,0.0,FALSE
2.69,753.82,0.19,0.12,88.88,93328.0,1.0,0.0,0.0,0.0,FALSE
2.39,147.68,0.12,0.09,68.36,117152.0,1.0,0.0,0.0,0.0,FALSE
1.86,118.61,0.14,0.18,3.39,26690.0,1.0,0.0,0.0,0.0,FALSE
2.5,772.53,0.08,0.16,89.43,55214.0,1.0,0.0,0.0,0.0,FALSE
1.73,314.07,0.23,0.15,113.42,56924.0,1.0,0.0,0.0,0.0,FALSE
2.43,800.62,0.09,0.19,114.55,444204.0,1.0,0.0,0.0,0.0,FALSE
2.68,802.39,0.21,0.12,40.29,44328.0,1.0,0.0,0.0,0.0,FALSE
2.35,897.02,0.17,0.22,125.79,124640.0,1.0,0.0,0.0,0.0,FALSE
2.67,196.8,0.13,0.1,16.28,383744.0,1.0,0.0,0.0,0.0,FALSE
1.59,885.22,0.22,0.12,74.86,46826.0,1.0,0.0,0.0,0.0,FALSE
1.54,373.98,0.07,0.16,132.95,79473.0,1.0,0.0,0.0,0.0,FALSE
2.17,422.28,0.15,0.13,72.43,241377.0,1.0,0.0,0.0,0.0,FALSE
1.93,608.21,0.18,0.1,165.19,207928.0,1.0,0.0,0.0,0.0,FALSE
1.7,352.38,0.11,0.19,157.0,458507.0,1.0,0.0,0.0,0.0,FALSE
1.81,712.89,0.1,0.09,39.13,289473.0,1.0,0.0,0.0,0.0,FALSE
2.38,462.09,0.19,0.14,98.03,312748.0,1.0,0.0,0.0,0.0,FALSE
2.02,430.67,0.16,0.12,102.44,241567.0,1.0,0.0,0.0,0.0,FALSE
1.57,301.76,0.21,0.1,157.16,47812.0,1.0,0.0,0.0,0.0,FALSE
2.49,488.1,0.24,0.12,137.74,366603.0,1.0,0.0,0.0,0.0,FALSE
2.04,550.07,0.23,0.17,37.84,118406.0,1.0,0.0,0.0,0.0,FALSE
1.9,683.91,0.21,0.14,4.13,195531.0,1.0,0.0,0.0,0.0,FALSE
2.24,774.19,0.14,0.24,93.13,257752.0,1.0,0.0,0.0,0.0,FALSE
1.56,631.88,0.09,0.09,115.7,281083.0,1.0,0.0,0.0,0.0,FALSE
1.55,121.57,0.2,0.22,152.06,191053.0,1.0,0.0,0.0,0.0,FALSE
1.55,252.42,0.19,0.24,106.44,104718.0,1.0,0.0,0.0,0.0,FALSE
2.05,961.95,0.12,0.24,2.62,380183.0,1.0,0.0,0.0,0.0,FALSE
1.57,888.32,0.12,0.11,135.26,243791.0,1.0,0.0,0.0,0.0,FALSE
1.82,676.19,0.23,0.09,162.32,277271.0,1.0,0.0,0.0,0.0,FALSE
2.16,393.96,0.08,0.15,29.7,28989.0,1.0,0.0,0.0,0.0,FALSE
2.38,834.01,0.15,0.21,137.9,455635.0,1.0,0.0,0.0,0.0,FALSE
2.6,799.67,0.19,0.22,12.15,284786.0,1.0,0.0,0.0,0.0,FALSE
1.68,463.43,0.2,0.15,80.15,437777.0,1.0,0.0,0.0,0.0,FALSE
2.63,431.54,0.23,0.23,113.17,39251.0,1.0,0.0,0.0,0.0,FALSE
2.46,914.92,0.2,0.08,166.88,247915.0,1.0,0.0,0.0,0.0,FALSE
1.66,106.48,0.09,0.1,108.22,470835.0,1.0,0.0,0.0,0.0,FALSE
1.67,844.16,0.1,0.14,73.58,201547.0,1.0,0.0,0.0,0.0,FALSE
1.67,253.11,0.09,0.08,61.13,396494.0,1.0,0.0,0.0,0.0,FALSE
1.63,203.0,0.1,0.25,73.72,89620.0,1.0,0.0,0.0,0.0,FALSE
2.14,441.71,0.2,0.21,121.83,139513.0,1.0,0.0,0.0,0.0,FALSE
2.62,822.68,0.19,0.11,33.99,260754.0,1.0,0.0,0.0,0.0,FALSE
2.47,163.92,0.07,0.08,76.05,29382.0,1.0,0.0,0.0,0.0,FALSE
2.09,105.27,0.25,0.08,2.51,355126.0,1.0,0.0,0.0,0.0,FALSE
1.94,375.82,0.12,0.12,101.23,90968.0,1.0,0.0,0.0,0.0,FALSE
2.33,451.12,0.18,0.16,98.82,399774.0,1.0,0.0,0.0,0.0,FALSE
2.3,749.43,0.13,0.19,126.9,380763.0,1.0,0.0,0.0,0.0,FALSE
1.78,228.52,0.24,0.12,35.43,113212.0,1.0,0.0,0.0,0.0,FALSE
2.4,164.32,0.13,0.15,131.98,290396.0,1.0,0.0,0.0,0.0,FALSE
2.42,816.04,0.19,0.11,39.28,303862.0,1.0,0.0,0.0,0.0,FALSE
1.86,235.68,0.12,0.08,2.08,356163.0,1.0,0.0,0.0,0.0,FALSE
1.5,131.49,0.19,0.18,147.42,499943.0,1.0,0.0,0.0,0.0,FALSE
2.36,667.63,0.1,0.09,124.18,49840.0,1.0,0.0,0.0,0.0,FALSE
1.97,968.94,0.17,0.19,100.91,158458.0,1.0,0.0,0.0,0.0,FALSE
1.74,950.16,0.23,0.24,123.96,445763.0,1.0,0.0,0.0,0.0,FALSE
2.18,602.9,0.15,0.23,153.23,397578.0,1.0,0.0,0.0,0.0,FALSE
2.65,495.64,0.21,0.25,152.8,260676.0,1.0,0.0,0.0,0.0,FALSE
2.36,301.99,0.23,0.15,72.7,300145.0,1.0,0.0,0.0,0.0,FALSE
2.21,342.75,0.25,0.11,89.03,482394.0,1.0,0.0,0.0,0.0,FALSE
1.59,968.31,0.13,0.09,162.76,157009.0,1.0,0.0,0.0,0.0,FALSE
2.32,621.65,0.09,0.17,7.78,245438.0,1.0,0.0,0.0,0.0,FALSE
1.96,226.45,0.25,0.18,86.48,384766.0,1.0,0.0,0.0,0.0,FALSE
2.63,323.49,0.18,0.13,117.85,33616.0,1.0,0.0,0.0,0.0,FALSE
2.66,532.44,0.17,0.19,143.89,258312.0,1.0,0.0,0.0,0.0,FALSE
2.33,812.27,0.08,0.13,35.63,81120.0,1.0,0.0,0.0,0.0,FALSE
1.89,328.58,0.17,0.19,68.18,100276.0,1.0,0.0,0.0,0.0,FALSE
1.82,556.66,0.1,0.21,148.15,135156.0,1.0,0.0,0.0,0.0,FALSE
1.59,847.06,0.13,0.21,59.81,295140.0,1.0,0.0,0.0,0.0,FALSE
2.05,857.44,0.16,0.23,63.93,366610.0,1.0,0.0,0.0,0.0,FALSE
1.56,268.32,0.1,0.19,162.49,242024.0,1.0,0.0,0.0,0.0,FALSE
2.3,904.05,0.08,0.13,7.3,440208.0,1.0,0.0,0.0,0.0,FALSE
1.64,128.56,0.23,0.08,162.78,448637.0,1.0,0.0,0.0,0.0,FALSE
2.39,723.46,0.24,0.1,4.03,106456.0,1.0,0.0,0.0,0.0,FALSE
2.21,650.69,0.2,0.2,161.22,337100.0,1.0,0.0,0.0,0.0,FALSE
2.63,949.96,0.2,0.09,127.45,88894.0,1.0,0.0,0.0,0.0,FALSE
2.01,529.41,0.18,0.11,36.21,277619.0,1.0,0.0,0.0,0.0,FALSE
2.68,110.21,0.19,0.22,26.43,354646.0,1.0,0.0,0.0,0.0,FALSE
1.72,371.89,0.11,0.12,179.6,161893.0,1.0,0.0,0.0,0.0,FALSE
1.91,158.58,0.18,0.23,24.96,106416.0,1.0,0.0,0.0,0.0,FALSE
1.98,102.72,0.19,0.16,164.29,476694.0,1.0,0.0,0.0,0.0,FALSE
2.49,280.06,0.09,0.17,92.58,453762.0,1.0,0.0,0.0,0.0,FALSE
2.43,773.95,0.12,0.08,25.27,12923.0,1.0,0.0,0.0,0.0,FALSE
1.9,912.21,0.2,0.11,105.09,200808.0,1.0,0.0,0.0,0.0,FALSE
2.43,300.57,0.1,0.22,105.26,50834.0,1.0,0.0,0.0,0.0,FALSE
2.44,351.34,0.09,0.08,168.82,317737.0,1.0,0.0,0.0,0.0,FALSE
2.05,371.27,0.24,0.25,67.25,498140.0,1.0,0.0,0.0,0.0,FALSE
2.46,610.19,0.23,0.18,159.11,182734.0,1.0,0.0,0.0,0.0,FALSE
2.28,113.66,0.23,0.08,69.33,445573.0,1.0,0.0,0.0,0.0,FALSE
1.82,291.35,0.12,0.17,96.09,287176.0,1.0,0.0,0.0,0.0,FALSE
2.61,874.24,0.18,0.17,53.04,439965.0,1.0,0.0,0.0,0.0,FALSE
2.56,778.14,0.1,0.11,73.77,421712.0,1.0,0.0,0.0,0.0,FALSE
2.61,272.47,0.1,0.16,76.24,255899.0,1.0,0.0,0.0,0.0,FALSE
1.84,215.42,0.14,0.14,149.37,141952.0,1.0,0.0,0.0,0.0,FALSE
2.35,500.2,0.18,0.24,81.03,111208.0,1.0,0.0,0.0,0.0,FALSE
2.55,211.17,0.08,0.08,106.19,353473.0,1.0,0.0,0.0,0.0,FALSE
1.68,430.2,0.11,0.25,28.21,411303.0,1.0,0.0,0.0,0.0,FALSE
1.55,592.79,0.23,0.11,177.5,437101.0,1.0,0.0,0.0,0.0,FALSE
2.04,474.41,0.25,0.09,141.94,207042.0,1.0,0.0,0.0,0.0,FALSE
1.52,740.52,0.14,0.17,84.88,27973.0,1.0,0.0,0.0,0.0,FALSE
2.68,118.5,0.15,0.12,13.91,84736.0,1.0,0.0,0.0,0.0,FALSE
2.62,460.18,0.24,0.18,107.64,335325.0,1.0,0.0,0.0,0.0,FALSE
2.5,488.61,0.14,0.2,174.72,495647.0,1.0,0.0,0.0,0.0,FALSE
2.36,198.55,0.24,0.08,116.83,368797.0,1.0,0.0,0.0,0.0,FALSE
2.22,627.54,0.14,0.19,134.75,439422.0,1.0,0.0,0.0,0.0,FALSE
2.23,169.99,0.1,0.16,67.44,151041.0,1.0,0.0,0.0,0.0,FALSE
1.58,247.11,0.16,0.21,109.47,156882.0,1.0,0.0,0.0,0.0,FALSE
2.38,545.27,0.14,0.21,50.76,52464.0,1.0,0.0,0.0,0.0,FALSE
1.51,473.03,0.16,0.2,120.06,327508.0,1.0,0.0,0.0,0.0,FALSE
2.66,239.87,0.23,0.16,40.54,318392.0,1.0,0.0,0.0,0.0,FALSE
2.23,550.15,0.09,0.09,41.38,192721.0,1.0,0.0,0.0,0.0,FALSE
2.56,424.24,0.2,0.08,39.5,54208.0,1.0,0.0,0.0,0.0,FALSE
2.24,674.82,0.19,0.13,32.92,368109.0,1.0,0.0,0.0,0.0,FALSE
1.99,151.09,0.16,0.2,64.98,464110.0,1.0,0.0,0.0,0.0,FALSE
2.63,219.8,0.24,0.22,99.53,480505.0,1.0,0.0,0.0,0.0,FALSE
1.61,839.98,0.09,0.1,68.38,144703.0,1.0,0.0,0.0,0.0,FALSE
2.54,958.66,0.18,0.21,42.47,202850.0,1.0,0.0,0.0,0.0,FALSE
2.18,815.56,0.13,0.2,54.56,258448.0,1.0,0.0,0.0,0.0,FALSE
2.38,504.29,0.12,0.23,113.27,356663.0,1.0,0.0,0.0,0.0,FALSE
1.72,917.07,0.07,0.21,167.54,122604.0,1.0,0.0,0.0,0.0,FALSE
2.47,557.19,0.2,0.23,16.15,179460.0,1.0,0.0,0.0,0.0,FALSE
1.75,100.67,0.23,0.14,106.07,472980.0,1.0,0.0,0.0,0.0,FALSE
1.71,309.23,0.08,0.14,68.02,237137.0,1.0,0.0,0.0,0.0,FALSE
1.83,819.32,0.24,0.09,137.38,206755.0,1.0,0.0,0.0,0.0,FALSE
2.67,806.0,0.21,0.07,176.33,421693.0,1.0,0.0,0.0,0.0,FALSE
2.25,566.17,0.13,0.11,170.72,272818.0,1.0,0.0,0.0,0.0,FALSE
2.7,199.02,0.23,0.14,33.17,400477.0,1.0,0.0,0.0,0.0,FALSE
1.85,982.65,0.18,0.24,10.04,95042.0,1.0,0.0,0.0,0.0,FALSE
1.65,933.93,0.16,0.2,43.13,17390.0,1.0,0.0,0.0,0.0,FALSE
1.92,411.5,0.22,0.1,3.08,77257.0,1.0,0.0,0.0,0.0,FALSE
2.33,458.22,0.16,0.13,48.2,316066.0,1.0,0.0,0.0,0.0,FALSE
2.34,570.12,0.08,0.07,147.02,39964.0,1.0,0.0,0.0,0.0,FALSE
2.15,774.44,0.13,0.19,114.25,263342.0,1.0,0.0,0.0,0.0,FALSE
2.35,434.66,0.18,0.22,30.77,189188.0,1.0,0.0,0.0,0.0,FALSE
2.43,777.12,0.08,0.24,141.53,385544.0,1.0,0.0,0.0,0.0,FALSE
2.2,352.77,0.09,0.23,123.37,421934.0,1.0,0.0,0.0,0.0,FALSE
1.98,100.25,0.14,0.08,120.38,261232.0,1.0,0.0,0.0,0.0,FALSE
2.33,213.76,0.07,0.22,98.78,73985.0,1.0,0.0,0.0,0.0,FALSE
2.49,322.57,0.24,0.15,171.19,118082.0,1.0,0.0,0.0,0.0,FALSE
2.1,616.88,0.1,0.15,115.66,331392.0,1.0,0.0,0.0,0.0,FALSE
1.76,655.62,0.22,0.1,4.7,16983.0,1.0,0.0,0.0,0.0,FALSE
1.65,577.29,0.09,0.17,90.98,267736.0,1.0,0.0,0.0,0.0,FALSE
2.13,489.37,0.15,0.12,179.7,452068.0,1.0,0.0,0.0,0.0,FALSE
2.36,991.48,0.12,0.18,179.08,278718.0,1.0,0.0,0.0,0.0,FALSE
1.5,891.34,0.23,0.18,110.69,341179.0,1.0,0.0,0.0,0.0,FALSE
2.16,859.47,0.18,0.1,83.54,265889.0,1.0,0.0,0.0,0.0,FALSE
1.86,428.91,0.21,0.2,28.24,309402.0,1.0,0.0,0.0,0.0,FALSE
1.7,654.19,0.23,0.12,66.12,43160.0,1.0,0.0,0.0,0.0,FALSE
2.47,842.41,0.07,0.11,147.88,346577.0,1.0,0.0,0.0,0.0,FALSE
2.26,964.57,0.09,0.08,114.76,282972.0,1.0,0.0,0.0,0.0,FALSE
2.67,923.97,0.22,0.23,95.19,432870.0,1.0,0.0,0.0,0.0,FALSE
1.91,823.39,0.11,0.1,15.53,301885.0,1.0,0.0,0.0,0.0,FALSE
2.59,153.3,0.25,0.1,121.4,7719.0,1.0,0.0,0.0,0.0,FALSE
2.38,604.8,0.14,0.22,8.89,474757.0,1.0,0.0,0.0,0.0,FALSE
2.29,715.44,0.17,0.18,146.27,275474.0,1.0,0.0,0.0,0.0,FALSE
2.47,125.44,0.18,0.17,56.32,3812.0,1.0,0.0,0.0,0.0,FALSE
1.74,539.04,0.15,0.14,122.39,99884.0,1.0,0.0,0.0,0.0,FALSE
1.99,190.08,0.12,0.2,179.94,273679.0,1.0,0.0,0.0,0.0,FALSE
1.66,716.69,0.23,0.16,76.32,403693.0,1.0,0.0,0.0,0.0,FALSE
2.02,909.53,0.13,0.17,69.0,178301.0,1.0,0.0,0.0,0.0,FALSE
1.51,362.49,0.17,0.18,122.64,469703.0,1.0,0.0,0.0,0.0,FALSE
2.42,135.1,0.1,0.15,127.16,212554.0,1.0,0.0,0.0,0.0,FALSE
2.55,601.55,0.25,0.19,146.35,337898.0,1.0,0.0,0.0,0.0,FALSE
1.51,251.45,0.14,0.1,178.05,115045.0,1.0,0.0,0.0,0.0,FALSE
2.03,498.67,0.14,0.1,131.4,155931.0,1.0,0.0,0.0,0.0,FALSE
2.38,969.66,0.19,0.17,106.77,292874.0,1.0,0.0,0.0,0.0,FALSE
2.61,798.03,0.23,0.21,125.73,468420.0,1.0,0.0,0.0,0.0,FALSE
2.18,497.54,0.14,0.23,57.07,275090.0,1.0,0.0,0.0,0.0,FALSE
2.02,433.36,0.14,0.12,10.02,433910.0,1.0,0.0,0.0,0.0,FALSE
2.57,767.05,0.12,0.24,6.74,280529.0,1.0,0.0,0.0,0.0,FALSE
2.0,462.29,0.08,0.12,7.31,193941.0,1.0,0.0,0.0,0.0,FALSE
2.43,957.14,0.16,0.11,72.58,225512.0,1.0,0.0,0.0,0.0,FALSE
2.28,817.97,0.24,0.13,158.32,253098.0,1.0,0.0,0.0,0.0,FALSE
1.78,896.87,0.11,0.16,168.66,473977.0,1.0,0.0,0.0,0.0,FALSE
